"","ResponseId","co1","co2","co3an","co3bn","co3abn","co4","co5","co6","co7_1","co7_2","co7_3","co8","bs1","bs2","bs3","traust1","traust2","traust3_1","traust3_2","traust3_3","traust3_4","traust3_5","traust3_6","traust3_7","traust3_8","traust3_9","traust4","traust5","heilsa1","heilsa2","heilsa3","heilsa4","heilsa5","heilsa6","heilsa7","br1","br2","br3","br4","br5_1","br5_2","br5_3","br5_4","af1_1","af1_2","af1_3","af1_4","af1_5","af1_6","af1_7","af1_8","af1_9","af2_1","af2_2","af2_3","af2_4","af2_5","af2_6","vh","kyn","aldur4","aldur6","aldur7","buseta","buseta4","menntun3","menntun4","menntun5","stada4","stada","atvinna4","atvinna","hjuskapur4","born","einstaklingstekjur5","einstaklingstekjur6","heimilistekjur5","heimilistekjur6","kos6","Vigt"
"12","R_2domfUIarpFCu2u        ","Ekki miklar","Nei","1-2 einstaklinga","Enga","1-2 einstaklinga","Já, stundum eða sjaldan","Nei","Nei, ég hef ekki farið í sýnatöku","Öllu eða nær öllu leyti","Öllu eða nær öllu leyti","Öllu eða mjög miklu leyti","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Frekar vel","Hvorki vel né illa","Hvorki vel né illa","Hvorki vel né illa","Hvorki vel né illa","Já, 3 sinnum í viku eða oftar","Já, 3 sinnum í viku eða oftar","Mjög góða","Nei","Mjög góða","Nei",NA,"Já","Svipuð og vanalega","Mjög mikil","Nei","Miklu meira","Mjög mikil","Frekar sammála","Frekar sammála","Mjög ósammála","Mjög sammála","Frekar litlar","Mjög litlar eða engar","Frekar litlar","Mjög litlar eða engar","Frekar miklar","Frekar litlar","Frekar litlar","Frekar litlar","Frekar litlar","Mjög sammála","Frekar sammála","Mjög sammála","Mjög sammála","Frekar ósammála","Frekar sammála","7","Karl","30-44 ára","26-35 ára","26-35 ára","Höfuðborgarsvæði","Nágrannasveitarfélög Reykjavíkur","Grunnskólamenntun","Grunnskólanám","Grunnskólanám","Í launuðu starfi","Í launuðu starfi",NA,NA,"Í sambúð","Börn á heimilinu","501-700 þús. kr.","501-700 þús. kr.","901-1300 þús. kr.","1101-1500 þús. kr.","Sjálfstæðisflokkinn",4.89216461965518
"13","R_0GvthqHG7eK2bXH        ","Ekki miklar","Nei","Enga","Enga","Enga","Já, nokkuð oft/nær allan tímann","Nei","Nei, ég hef ekki farið í sýnatöku","Mjög miklu leyti","Mjög miklu leyti","Frekar miklu leyti","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Mjög vel","Frekar vel","Mjög vel","Frekar vel","Frekar illa","Öðru hvoru","Öðru hvoru","Góða","Nei","Góða","Já","Svipað og vanalega","Já","Svipuð og vanalega","Frekar mikil","Nei","Miklu minna",NA,"Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Frekar miklar","Frekar litlar","Frekar litlar","Frekar miklar","Frekar miklar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","5","Kona","18-29 ára","26-35 ára","26-35 ára","Höfuðborgarsvæði","Reykjavík","Grunnskólamenntun","Grunnskólanám","Grunnskólanám","Í launuðu starfi","Í launuðu starfi","Skrifstofu-, sölu- og þjónustufólk","Þjónustu-, umönnunar-, sölu- og afgreiðslufólk",NA,NA,"301-500 þús. kr.","301-500 þús. kr.",NA,NA,NA,4.49778132720933
"14","R_1onh8KqcGIKqIY0        ","Frekar eða mjög miklar","Já, hvað?","1-2 einstaklinga","3-10 manns","3-10 manns","Nei, aldrei eða nær aldrei/Er ekki í starfi","Já í formlegri sóttkví eða einangrun","Nei, ég hef óskað eftir sýnatöku en ekki fengið","Mjög miklu leyti",NA,NA,"Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Hvorki né","Frekar ánægð(ur)","Frekar ánægð(ur)","Mjög vel","Frekar vel","Mjög vel","Mjög illa","Mjög illa","Mjög illa","Frekar vel","Frekar illa","Mjög illa","Öðru hvoru","Já, 1-2 sinnum í viku","Lélega","Nei","Lélega","Nei",NA,"Já","Svipuð og vanalega","Frekar lítil",NA,NA,NA,"Hvorki sammála né ósammála","Frekar sammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Frekar miklar","Hvorki miklar né litlar","Mjög litlar eða engar","Frekar litlar","Frekar miklar","Frekar litlar","Frekar litlar","Frekar miklar","Frekar litlar","Frekar sammála","Hvorki sammála né ósammála","Frekar ósammála","Frekar sammála","Frekar ósammála","Hvorki sammála né ósammála","1","Kona","18-29 ára","26-35 ára","26-35 ára","Höfuðborgarsvæði","Reykjavík","Grunnskólamenntun","Grunnskólanám","Grunnskólanám","Í launuðu starfi","Í launuðu starfi",NA,NA,"Einhleyp(ur)","Engin börn á heimilinu","300 þús. kr. eða lægri","300 þús. kr. eða lægri","400 þús. kr. eða lægri","400 þús. kr. eða lægri","Pírata",4.49778132720933
"15","R_9meq5moqKalvcaZ        ","Ekki miklar",NA,"Enga","Enga","Enga","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Nei, ég hef ekki farið í sýnatöku","Öllu eða nær öllu leyti","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, líklega","Já, líklega","Frekar ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel",NA,NA,NA,NA,"Mjög vel","Mjög vel","Frekar vel","Öðru hvoru","Öðru hvoru","Góða","Já","Góða","Nei",NA,"Já","Mun minni en vanalega","Mjög mikil",NA,NA,NA,"Hvorki sammála né ósammála",NA,"Frekar sammála","Hvorki sammála né ósammála","Frekar miklar",NA,NA,"Mjög miklar","Hvorki miklar né litlar",NA,NA,"Frekar miklar","Hvorki miklar né litlar",NA,"Hvorki sammála né ósammála","Frekar sammála","Mjög sammála","Mjög sammála","Mjög sammála","0 - Vinstri","Kona","30-44 ára","26-35 ára","26-35 ára","Höfuðborgarsvæði","Reykjavík","Grunnskólamenntun","Grunnskólanám","Grunnskólanám","Önnur staða á vinnumarkaði","Öryrki",NA,NA,"Einhleyp(ur)","Engin börn á heimilinu","300 þús. kr. eða lægri","300 þús. kr. eða lægri","400 þús. kr. eða lægri","400 þús. kr. eða lægri",NA,4.49778132720933
"16","R_2S30QPqeKYUJ8OF        ","Ekki miklar","Nei","Enga","1-2 einstaklinga","1-2 einstaklinga","Já, stundum eða sjaldan","Nei","Nei, ég hef ekki farið í sýnatöku","Öllu eða nær öllu leyti","Öllu eða nær öllu leyti","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, líklega","Já, líklega","Mjög ánægð(ur)","Hvorki ánægð(ur) né óánægð(ur)","Hvorki vel né illa","Frekar vel","Frekar vel","Frekar illa","Mjög illa","Hvorki vel né illa","Hvorki vel né illa","Hvorki vel né illa","Frekar illa","Já, 3 sinnum í viku eða oftar","Já, 1-2 sinnum í viku","Góða","Nei","Mjög góða","Já","Svipað og vanalega","Nei",NA,"Frekar lítil","Já, vinnutími minn var skorinn niður í gegnum hlutabótaleið","Um það bil jafn mikið",NA,"Frekar ósammála","Mjög ósammála","Mjög ósammála","Hvorki sammála né ósammála","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Mjög litlar eða engar","Hvorki miklar né litlar","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála",NA,"Karl","18-29 ára","26-35 ára","26-35 ára","Landsbyggð","Landsbyggðin","Grunnskólamenntun","Grunnskólanám","Grunnskólanám","Í launuðu starfi","Í launuðu starfi","Iðnaðarmenn, tæknar og sérmenntað starfsfólk","Iðnaðarmenn og sérhæft iðnverkafólk","Í sambúð","Börn á heimilinu","301-500 þús. kr.","301-500 þús. kr.","901-1300 þús. kr.","1101-1500 þús. kr.",NA,4.08538650913211
"17","R_Z2a6GFcZP2vXrNf        ","Ekki miklar","Nei","Fleiri en 10 manns","Enga","Fleiri en 10 manns","Já, nokkuð oft/nær allan tímann","Nei","Nei, ég hef ekki farið í sýnatöku","Öllu eða nær öllu leyti","Öllu eða nær öllu leyti","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Hvorki vel né illa","Hvorki vel né illa","Hvorki vel né illa","Hvorki vel né illa","Já, 3 sinnum í viku eða oftar","Já, 1-2 sinnum í viku","Mjög góða","Nei","Mjög góða","Nei",NA,"Já","Mun minni en vanalega","Mjög mikil","Nei","Miklu meira","Mjög lítil eða engin","Frekar sammála","Mjög ósammála","Mjög ósammála","Mjög sammála","Mjög miklar","Mjög litlar eða engar","Mjög litlar eða engar","Mjög litlar eða engar","Frekar litlar","Mjög litlar eða engar","Frekar litlar","Mjög litlar eða engar","Mjög litlar eða engar","Frekar sammála","Hvorki sammála né ósammála","Frekar sammála","Frekar sammála","Frekar sammála","Frekar sammála","8","Karl","30-44 ára","26-35 ára","26-35 ára","Landsbyggð","Landsbyggðin","Grunnskólamenntun","Grunnskólanám","Grunnskólanám","Sjálfstætt starfandi/atvinnurekandi","Atvinnurekandi","Stjórnendur og sérfræðingar","Stjórnendur, kjörnir fulltrúar og æðstu embættismenn","Í sambúð","Börn á heimilinu","501-700 þús. kr.","501-700 þús. kr.","901-1300 þús. kr.","901-1100 þús. kr.","Sjálfstæðisflokkinn",4.08538650913211
"18","R_2wuxwtjKglawfin        ","Ekki miklar",NA,"Fleiri en 10 manns","1-2 einstaklinga","Fleiri en 10 manns","Já, stundum eða sjaldan","Nei","Já, ég hef farið í sýnatöku hjá Landspítala eða heilsugæslu","Mjög miklu leyti","Mjög miklu leyti","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, líklega","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Hvorki vel né illa","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Hvorki vel né illa","Já, 1-2 sinnum í viku","Já, 1-2 sinnum í viku","Lélega","Já","Sæmilega","Já","Meira en vanalega","Já","Mun minni en vanalega","Frekar mikil","Nei","Meira","Mjög mikil","Frekar ósammála","Frekar ósammála","Hvorki sammála né ósammála","Frekar sammála","Hvorki miklar né litlar","Frekar litlar","Hvorki miklar né litlar","Mjög litlar eða engar","Frekar miklar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Frekar sammála","Hvorki sammála né ósammála","Frekar sammála","Frekar sammála","Frekar sammála","Frekar sammála","3","Kona","30-44 ára","26-35 ára","26-35 ára","Landsbyggð","Landsbyggðin","Grunnskólamenntun","Grunnskólanám","Grunnskólanám","Í launuðu starfi","Í launuðu starfi","Skrifstofu-, sölu- og þjónustufólk","Þjónustu-, umönnunar-, sölu- og afgreiðslufólk","Í sambúð","Börn á heimilinu","301-500 þús. kr.","301-500 þús. kr.","601-900 þús. kr.","601-900 þús. kr.","Vinstrihreyfinguna - grænt framboð",3.75604187180897
"19","R_10wOVlcTcJoGUuE        ","Ekki miklar","Já, hvað?","3-10 manns","1-2 einstaklinga","Fleiri en 10 manns","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Nei, ég hef ekki farið í sýnatöku","Frekar miklu leyti eða minna","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, líklega","Já, líklega","Mjög ánægð(ur)","Frekar ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar illa","Frekar illa","Frekar vel","Mjög vel","Frekar vel","Frekar illa","Öðru hvoru","Já, 1-2 sinnum í viku","Mjög góða","Nei","Góða","Nei",NA,"Já","Svipuð og vanalega","Hvorki mikil né lítil","Nei","Meira",NA,"Hvorki sammála né ósammála","Frekar ósammála","Hvorki sammála né ósammála","Mjög sammála","Hvorki miklar né litlar","Mjög litlar eða engar","Mjög litlar eða engar","Frekar miklar","Mjög miklar","Frekar litlar","Frekar litlar","Frekar miklar","Frekar litlar","Mjög sammála","Hvorki sammála né ósammála","Frekar sammála","Mjög sammála",NA,"Hvorki sammála né ósammála","3","Karl","18-29 ára","18-25 ára","18-25 ára","Höfuðborgarsvæði","Reykjavík","Framhaldsskólamenntun","Bóklegt nám á framhaldsskólastigi","Bóklegt nám á framhaldsskólastigi","Í námi","Í námi",NA,NA,"Einhleyp(ur)","Engin börn á heimilinu","300 þús. kr. eða lægri","300 þús. kr. eða lægri","400 þús. kr. eða lægri","400 þús. kr. eða lægri","Samfylkinguna",2.83868192961272
"20","R_1fdtEzLevqAyW8T        ","Ekki miklar","Nei","3-10 manns","3-10 manns","3-10 manns","Já, nokkuð oft/nær allan tímann","Nei","Já, ég hef farið í sýnatöku hjá Íslenskri erfðagreiningu","Mjög miklu leyti","Öllu eða nær öllu leyti","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, líklega","Nei, líklega ekki","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Hvorki vel né illa","Frekar vel","Hvorki vel né illa","Frekar illa","Öðru hvoru","Já, 3 sinnum í viku eða oftar","Sæmilega","Já","Góða","Nei",NA,"Nei",NA,"Frekar lítil","Nei","Miklu minna",NA,"Frekar sammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Frekar miklar","Mjög miklar","Hvorki miklar né litlar","Frekar miklar","Mjög miklar","Mjög miklar","Mjög miklar","Hvorki miklar né litlar","Mjög miklar","Mjög sammála","Mjög sammála","Mjög sammála","Mjög sammála","Mjög sammála","Hvorki sammála né ósammála",NA,"Karl","18-29 ára","18-25 ára","18-25 ára","Höfuðborgarsvæði","Reykjavík","Framhaldsskólamenntun","Verklegt nám á framhaldsskólastigi","Verklegt nám á framhaldsskólastigi","Í launuðu starfi","Í launuðu starfi","Iðnaðarmenn, tæknar og sérmenntað starfsfólk","Iðnaðarmenn og sérhæft iðnverkafólk","Einhleyp(ur)","Engin börn á heimilinu","701-900 þús. kr.","701-900 þús. kr.","601-900 þús. kr.","601-900 þús. kr.","Pírata",2.83868192961272
"21","R_2YxPjXqxfiwmOoG        ","Frekar eða mjög miklar","Já, hvað?","Enga","Enga","Enga","Já, nokkuð oft/nær allan tímann","Já, í sjálfskipaðri sóttkví","Já, ég hef farið í sýnatöku hjá Landspítala eða heilsugæslu","Mjög miklu leyti","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Nei, líklega ekki","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Frekar vel",NA,"Mjög illa","Frekar vel","Mjög illa","Já, 3 sinnum í viku eða oftar","Já, 3 sinnum í viku eða oftar","Góða","Já","Sæmilega","Nei",NA,"Já","Meiri en vanalega","Mjög mikil","Já, ég hef misst vinnuna",NA,NA,"Mjög sammála","Frekar sammála","Frekar ósammála","Mjög sammála","Mjög miklar","Mjög miklar","Mjög miklar","Hvorki miklar né litlar","Mjög miklar","Hvorki miklar né litlar","Frekar miklar","Frekar miklar","Frekar litlar","Frekar sammála","Frekar sammála","Frekar sammála","Frekar ósammála","Frekar sammála","Frekar sammála","2","Karl","18-29 ára","18-25 ára","18-25 ára","Höfuðborgarsvæði","Nágrannasveitarfélög Reykjavíkur","Framhaldsskólamenntun","Verklegt nám á framhaldsskólastigi","Verklegt nám á framhaldsskólastigi","Í launuðu starfi","Í launuðu starfi","Iðnaðarmenn, tæknar og sérmenntað starfsfólk","Iðnaðarmenn og sérhæft iðnverkafólk","Einhleyp(ur)","Engin börn á heimilinu","301-500 þús. kr.","301-500 þús. kr.","400 þús. kr. eða lægri","400 þús. kr. eða lægri",NA,2.83868192961272
"22","R_31z0ImRhv7SYA6t        ","Frekar eða mjög miklar","Já, hvað?","3-10 manns","Enga","3-10 manns","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Nei, ég hef ekki farið í sýnatöku","Frekar miklu leyti eða minna","Mjög miklu leyti","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, líklega","Já, líklega","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Mjög vel","Frekar illa","Mjög illa","Öðru hvoru","Já, 1-2 sinnum í viku","Mjög góða","Nei","Mjög góða","Nei",NA,"Nei",NA,"Frekar mikil","Nei","Um það bil jafn mikið","Mjög lítil eða engin","Frekar sammála","Frekar ósammála","Mjög ósammála","Frekar sammála","Frekar litlar","Frekar litlar","Frekar miklar","Frekar miklar","Mjög miklar","Frekar miklar","Frekar miklar","Frekar litlar","Frekar litlar","Frekar sammála","Frekar ósammála","Frekar ósammála","Mjög sammála","Frekar sammála","Hvorki sammála né ósammála","6","Karl","18-29 ára","18-25 ára","18-25 ára","Höfuðborgarsvæði","Nágrannasveitarfélög Reykjavíkur","Framhaldsskólamenntun","Bóklegt nám á framhaldsskólastigi","Bóklegt nám á framhaldsskólastigi","Í launuðu starfi","Í launuðu starfi","Skrifstofu-, sölu- og þjónustufólk","Þjónustu-, umönnunar-, sölu- og afgreiðslufólk","Í sambúð","Engin börn á heimilinu","300 þús. kr. eða lægri","300 þús. kr. eða lægri","400 þús. kr. eða lægri","400 þús. kr. eða lægri","Sjálfstæðisflokkinn",2.83868192961272
"23","R_CjnkK76EAaYLSPT        ","Ekki miklar","Já, hvað?","Fleiri en 10 manns","Enga","Fleiri en 10 manns","Já, stundum eða sjaldan","Nei","Nei, ég hef ekki farið í sýnatöku","Frekar miklu leyti eða minna","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Hvorki né","Hvorki né","Já, líklega","Frekar ánægð(ur)","Frekar ánægð(ur)","Frekar vel","Mjög vel","Mjög vel","Hvorki vel né illa","Frekar vel","Frekar vel","Mjög vel","Mjög illa","Mjög illa","Öðru hvoru","Já, 3 sinnum í viku eða oftar","Mjög góða","Nei","Góða","Já","Minna en vanalega","Já","Mun minni en vanalega","Frekar mikil","Nei","Um það bil jafn mikið",NA,"Hvorki sammála né ósammála","Hvorki sammála né ósammála","Mjög ósammála","Frekar sammála","Frekar litlar","Mjög litlar eða engar","Hvorki miklar né litlar","Mjög miklar","Hvorki miklar né litlar","Frekar litlar","Mjög miklar","Hvorki miklar né litlar","Frekar miklar","Frekar sammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Frekar sammála","Frekar sammála","Hvorki sammála né ósammála","6","Karl","18-29 ára","18-25 ára","18-25 ára","Höfuðborgarsvæði","Nágrannasveitarfélög Reykjavíkur","Framhaldsskólamenntun","Bóklegt nám á framhaldsskólastigi","Bóklegt nám á framhaldsskólastigi","Sjálfstætt starfandi/atvinnurekandi","Sjálfstætt starfandi","Iðnaðarmenn, tæknar og sérmenntað starfsfólk","Tæknar og sérmenntað starfsfólk","Einhleyp(ur)","Börn á heimilinu","501-700 þús. kr.","501-700 þús. kr.","401-600 þús. kr.","401-600 þús. kr.",NA,2.83868192961272
"24","R_24GYywUSrGG2eDC        ","Frekar eða mjög miklar","Já, hvað?","Fleiri en 10 manns","3-10 manns","Fleiri en 10 manns","Já, nokkuð oft/nær allan tímann","Nei","Já, ég hef farið í sýnatöku hjá Landspítala eða heilsugæslu","Frekar miklu leyti eða minna","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, líklega","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Hvorki vel né illa","Hvorki vel né illa","Frekar illa","Hvorki vel né illa","Hvorki vel né illa","Frekar illa","Öðru hvoru","Já, 3 sinnum í viku eða oftar","Sæmilega","Já","Sæmilega","Nei",NA,"Nei",NA,"Hvorki mikil né lítil","Nei","Um það bil jafn mikið",NA,"Frekar sammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Frekar sammála","Frekar miklar","Hvorki miklar né litlar","Frekar miklar","Frekar miklar","Frekar miklar","Frekar miklar","Frekar miklar","Frekar miklar","Frekar miklar","Frekar sammála","Frekar sammála","Frekar sammála","Frekar sammála","Frekar sammála","Hvorki sammála né ósammála","6","Karl","30-44 ára","36-45 ára","36-45 ára","Höfuðborgarsvæði","Nágrannasveitarfélög Reykjavíkur","Grunnskólamenntun","Grunnskólanám","Grunnskólanám","Í launuðu starfi","Í launuðu starfi","Iðnaðarmenn, tæknar og sérmenntað starfsfólk","Iðnaðarmenn og sérhæft iðnverkafólk","Í hjónabandi/staðfestri samvist","Börn á heimilinu","701-900 þús. kr.","701-900 þús. kr.","901-1300 þús. kr.","1101-1500 þús. kr.","Miðflokkinn",2.81021602167347
"25","R_2B4jhExJCgZGxbu        ","Ekki miklar","Nei","3-10 manns","Enga","3-10 manns","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Nei, ég hef ekki farið í sýnatöku","Frekar miklu leyti eða minna","Frekar miklu leyti eða minna",NA,"Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Nei, líklega ekki","Mjög ánægð(ur)","Frekar ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar illa","Frekar illa",NA,NA,"Mjög illa","Frekar vel","Já, 3 sinnum í viku eða oftar","Já, 3 sinnum í viku eða oftar","Góða","Nei","Góða","Já","Minna en vanalega","Nei",NA,"Mjög lítil eða engin","Nei","Miklu meira","Frekar lítil","Frekar sammála","Frekar ósammála","Frekar ósammála","Mjög sammála","Frekar litlar","Frekar litlar","Hvorki miklar né litlar","Mjög litlar eða engar","Frekar litlar","Frekar litlar","Frekar litlar","Frekar litlar","Frekar litlar","Frekar sammála","Frekar sammála","Frekar sammála","Frekar sammála","Frekar sammála","Hvorki sammála né ósammála","5","Karl","30-44 ára","36-45 ára","36-45 ára","Höfuðborgarsvæði","Nágrannasveitarfélög Reykjavíkur","Grunnskólamenntun","Grunnskólanám","Grunnskólanám","Í launuðu starfi","Í launuðu starfi","Bændur, fiskimenn, véla- og verkafólk","Ósérhæft starfsfólk","Í hjónabandi/staðfestri samvist","Börn á heimilinu","301-500 þús. kr.","301-500 þús. kr.","401-600 þús. kr.","401-600 þús. kr.",NA,2.81021602167347
"26","R_2pKR5W5YnaNZIDa        ","Frekar eða mjög miklar",NA,NA,NA,NA,"Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Já, ég hef farið í sýnatöku hjá Landspítala eða heilsugæslu","Mjög miklu leyti",NA,"Frekar miklu leyti","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Hvorki né","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar illa","Hvorki vel né illa","Hvorki vel né illa","Mjög vel","Frekar vel",NA,"Já, 1-2 sinnum í viku","Já, 3 sinnum í viku eða oftar","Lélega","Já","Mjög góða","Nei",NA,"Já","Svipuð og vanalega","Hvorki mikil né lítil",NA,NA,NA,NA,NA,NA,NA,"Frekar litlar",NA,NA,"Mjög miklar","Hvorki miklar né litlar","Frekar litlar","Frekar miklar","Hvorki miklar né litlar","Frekar litlar","Frekar ósammála","Frekar ósammála","Frekar sammála","Frekar sammála","Frekar ósammála","Frekar sammála","5","Karl","30-44 ára","36-45 ára","36-45 ára","Höfuðborgarsvæði","Reykjavík","Grunnskólamenntun","Grunnskólanám","Grunnskólanám","Önnur staða á vinnumarkaði","Öryrki",NA,NA,"Einhleyp(ur)","Engin börn á heimilinu","301-500 þús. kr.","301-500 þús. kr.","400 þús. kr. eða lægri","400 þús. kr. eða lægri","Samfylkinguna",2.81021602167347
"27","R_20S7vUJ5MQraZqj        ","Ekki miklar","Já, hvað?","Enga","Enga","Enga","Já, stundum eða sjaldan","Nei","Já, ég hef farið í sýnatöku hjá Íslenskri erfðagreiningu","Mjög miklu leyti","Mjög miklu leyti","Frekar miklu leyti","Mjög eða frekar líklegt","Já, líklega","Já, líklega","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Frekar vel","Hvorki vel né illa","Frekar vel","Hvorki vel né illa","Frekar illa","Já, 3 sinnum í viku eða oftar","Já, 3 sinnum í viku eða oftar","Góða","Já","Sæmilega","Nei",NA,"Já","Svipuð og vanalega","Frekar mikil","Nei","Meira",NA,"Hvorki sammála né ósammála",NA,"Frekar ósammála","Hvorki sammála né ósammála","Frekar miklar",NA,"Frekar miklar","Mjög litlar eða engar","Frekar miklar","Frekar litlar","Frekar miklar","Hvorki miklar né litlar","Frekar miklar","Frekar sammála","Hvorki sammála né ósammála","Frekar sammála","Frekar sammála","Frekar sammála","Frekar sammála","8","Kona","18-29 ára","18-25 ára","18-25 ára","Höfuðborgarsvæði","Reykjavík","Framhaldsskólamenntun","Bóklegt nám á framhaldsskólastigi","Bóklegt nám á framhaldsskólastigi","Í námi","Í námi",NA,NA,"Einhleyp(ur)","Engin börn á heimilinu","300 þús. kr. eða lægri","300 þús. kr. eða lægri","400 þús. kr. eða lægri","400 þús. kr. eða lægri","Viðreisn",2.60984074934882
"28","R_32Y1c2smImCIsXV        ","Frekar eða mjög miklar","Já, hvað?","Enga","Enga","Enga","Nei, aldrei eða nær aldrei/Er ekki í starfi","Já, í sjálfskipaðri sóttkví","Nei, ég hef ekki farið í sýnatöku","Frekar miklu leyti eða minna","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Hvorki né","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Frekar illa","Öðru hvoru","Já, 3 sinnum í viku eða oftar","Góða","Nei","Sæmilega","Nei",NA,"Nei",NA,"Frekar mikil",NA,NA,NA,"Mjög sammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Mjög sammála","Hvorki miklar né litlar",NA,NA,"Frekar miklar",NA,NA,NA,NA,NA,NA,"Frekar ósammála",NA,NA,NA,NA,NA,"Kona","18-29 ára","18-25 ára","18-25 ára","Höfuðborgarsvæði","Nágrannasveitarfélög Reykjavíkur","Framhaldsskólamenntun","Bóklegt nám á framhaldsskólastigi","Bóklegt nám á framhaldsskólastigi","Önnur staða á vinnumarkaði","Annað, hvað?",NA,NA,"Einhleyp(ur)","Engin börn á heimilinu","300 þús. kr. eða lægri","300 þús. kr. eða lægri","400 þús. kr. eða lægri","400 þús. kr. eða lægri",NA,2.60984074934882
