"","gender","age","elecdist","polintr","pltrust","govprfmBB","prtfvote16"
"944","Kona",38,1,"Nokkurn áhuga",NA,"Frekar illa","Framsóknarflokkurinn"
"945","Kona",65,1,"Mikinn áhuga","Fáum",NA,"Píratar"
"946","Karl",69,5,"Lítinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"947","Kona",34,6,"Lítinn áhuga","Fáum","Frekar illa","Björt framtíð"
"948","Kona",34,6,"Nokkurn áhuga","Sumum",NA,"Sjálfstæðisflokkurinn"
"949","Karl",58,5,"Lítinn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"950","Karl",70,7,"Nokkurn áhuga"," Mörgum","Frekar illa","Vinstrihreyfingin grænt framboð"
"951","Kona",35,1,"Nokkurn áhuga"," Mörgum","Frekar vel","Sjálfstæðisflokkurinn"
"952","Kona",52,7,"Nokkurn áhuga"," Mörgum","Frekar illa","Píratar"
"953","Kona",53,5,"Nokkurn áhuga","Sumum",NA,NA
"954","Kona",22,6,"Nokkurn áhuga","Sumum","Frekar illa","Píratar"
"955","Kona",30,2,"Mikinn áhuga"," Mörgum","Frekar vel","Píratar"
"956","Kona",60,7,"Nokkurn áhuga","Sumum","Frekar vel","Viðreisn"
"957","Karl",38,1,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"958","Kona",33,4,"Mikinn áhuga"," Mörgum","Frekar vel","Framsóknarflokkurinn"
"959","Kona",34,6,"Lítinn áhuga",NA,NA,"Kaus ekki"
"960","Karl",64,1,"Nokkurn áhuga","Sumum","Frekar vel","Framsóknarflokkurinn"
"961","Kona",64,5,"Lítinn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"962","Karl",42,1,"Nokkurn áhuga","Sumum","Frekar illa","Framsóknarflokkurinn"
"963","Kona",49,7,"Nokkurn áhuga",NA,"Frekar vel","Viðreisn"
"964","Karl",41,6,"Lítinn áhuga"," Mörgum","Frekar vel","Vinstrihreyfingin grænt framboð"
"965","Karl",63,5,"Lítinn áhuga",NA,"Mjög illa","Kaus ekki"
"966","Kona",48,4,"Lítinn áhuga","Fáum","Mjög illa","Vinstrihreyfingin grænt framboð"
"967","Kona",90,2,"Lítinn áhuga",NA,NA,NA
"968","Kona",76,5,"Nokkurn áhuga","Fáum","Mjög vel","Sjálfstæðisflokkurinn"
"969","Kona",49,2,"Mikinn áhuga",NA,"Frekar illa","Samfylkingin"
"970","Kona",90,2,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"971","Karl",47,1,"Nokkurn áhuga",NA,"Frekar illa","Framsóknarflokkurinn"
"972","Karl",54,1,"Mikinn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"973","Karl",70,2,"Lítinn áhuga","Engum","Frekar illa","Framsóknarflokkurinn"
"974","Kona",35,5,"Nokkurn áhuga","Sumum","Frekar illa","Flokkur fólksins"
"975","Karl",47,5,"Nokkurn áhuga",NA,"Frekar vel",NA
"976","Kona",51,2,"Mikinn áhuga",NA,NA,"Viðreisn"
"977","Kona",57,6,"Lítinn áhuga",NA,NA,"Samfylkingin"
"978","Kona",60,4,"Nokkurn áhuga",NA,"Frekar illa",NA
"979","Kona",80,6,"Mikinn áhuga","Fáum","Frekar vel","Sjálfstæðisflokkurinn"
"980","Kona",37,5,"Lítinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"981","Kona",61,7,"Mikinn áhuga",NA,"Mjög illa","Vinstrihreyfingin grænt framboð"
"982","Kona",53,5,"Mjög mikinn áhuga"," Mörgum","Frekar vel",NA
"983","Kona",18,7,"Lítinn áhuga"," Mörgum","Frekar illa",NA
"984","Kona",34,5,"Nokkurn áhuga",NA,"Frekar vel",NA
"985","Karl",72,6,"Nokkurn áhuga","Yfirleitt","Frekar vel","Sjálfstæðisflokkurinn"
"986","Kona",53,2,"Nokkurn áhuga",NA,"Frekar illa","Framsóknarflokkurinn"
"987","Kona",49,2,"Lítinn áhuga","Yfirleitt","Frekar illa","Sjálfstæðisflokkurinn"
"988","Kona",19,6,"Mikinn áhuga",NA,"Frekar illa","Píratar"
"989","Karl",20,4,"Nokkurn áhuga","Sumum","Frekar vel","Viðreisn"
"990","Karl",56,1,"Mikinn áhuga","Fáum","Frekar illa","Píratar"
"991","Karl",49,6,"Mikinn áhuga","Sumum","Frekar vel",NA
"992","Kona",38,5,"Nokkurn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"993","Kona",82,2,"Mjög mikinn áhuga",NA,"Mjög illa",NA
"994","Karl",73,6,"Nokkurn áhuga","Fáum","Mjög illa","Flokkur fólksins"
"995","Kona",34,7,"Lítinn áhuga","Fáum","Frekar illa","Vinstrihreyfingin grænt framboð"
"996","Kona",65,5,"Nokkurn áhuga",NA,"Frekar vel","Viðreisn"
"997","Kona",30,5,"Nokkurn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"998","Kona",33,5,"Mikinn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"999","Kona",71,6,"Mikinn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1000","Kona",28,1,"Lítinn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1001","Kona",38,6,"Nokkurn áhuga",NA,"Frekar illa","Björt framtíð"
"1002","Karl",44,4,"Nokkurn áhuga","Fáum","Frekar vel","Flokkur fólksins"
"1003","Kona",49,5,"Lítinn áhuga",NA,"Frekar illa",NA
"1004","Kona",55,5,"Mikinn áhuga",NA,"Mjög vel","Sjálfstæðisflokkurinn"
"1005","Kona",61,5,"Lítinn áhuga",NA,"Mjög illa","Flokkur fólksins"
"1006","Kona",25,5,"Lítinn áhuga","Fáum",NA,"Björt framtíð"
"1007","Kona",30,7,"Nokkurn áhuga",NA,"Frekar illa","Píratar"
"1008","Kona",51,5,"Nokkurn áhuga","Sumum","Frekar vel","Björt framtíð"
"1009","Karl",72,6,"Nokkurn áhuga","Sumum","Frekar illa",NA
"1010","Karl",59,1,"Lítinn áhuga","Sumum","Frekar illa","Píratar"
"1011","Kona",32,5,"Mikinn áhuga","Sumum","Frekar vel","Björt framtíð"
"1012","Karl",54,4,"Lítinn áhuga","Fáum","Mjög vel","Sjálfstæðisflokkurinn"
"1013","Kona",55,4,"Nokkurn áhuga","Sumum","Frekar illa","Framsóknarflokkurinn"
"1014","Kona",32,7,"Nokkurn áhuga",NA,"Frekar illa",NA
"1015","Kona",24,6,"Lítinn áhuga",NA,"Mjög illa","Píratar"
"1016","Karl",42,5,"Nokkurn áhuga",NA,"Frekar vel","Björt framtíð"
"1017","Kona",53,7,"Nokkurn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1018","Kona",41,1,"Lítinn áhuga",NA,"Frekar illa","Samfylkingin"
"1019","Karl",72,4,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1020","Kona",43,1,"Nokkurn áhuga",NA,"Mjög vel","Sjálfstæðisflokkurinn"
"1021","Kona",52,6,"Mikinn áhuga","Sumum","Frekar vel","Viðreisn"
"1022","Kona",19,1,"Nokkurn áhuga","Sumum","Mjög illa","Vinstrihreyfingin grænt framboð"
"1023","Karl",71,7,"Nokkurn áhuga",NA,"Frekar vel","Framsóknarflokkurinn"
"1024","Kona",73,6,"Nokkurn áhuga","Sumum","Frekar illa","Sjálfstæðisflokkurinn"
"1025","Kona",43,7,"Nokkurn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1026","Karl",34,5,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1027","Karl",47,6,"Lítinn áhuga","Sumum","Frekar illa","Samfylkingin"
"1028","Karl",35,5,"Mikinn áhuga","Sumum","Frekar illa","Píratar"
"1029","Kona",41,5,"Mikinn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1030","Kona",82,5,"Nokkurn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1031","Kona",70,4,"Mikinn áhuga","Yfirleitt","Frekar vel","Sjálfstæðisflokkurinn"
"1032","Kona",27,6,"Engan áhuga",NA,"Frekar illa",NA
"1033","Kona",26,6,"Mikinn áhuga","Fáum","Frekar illa","Píratar"
"1034","Karl",71,5,"Nokkurn áhuga","Sumum","Frekar illa",NA
"1035","Kona",41,6,"Nokkurn áhuga",NA,"Frekar illa","Björt framtíð"
"1036","Karl",39,4,"Lítinn áhuga",NA,"Frekar vel","Dögun"
"1037","Karl",48,5,"Mjög mikinn áhuga",NA,"Mjög illa","Píratar"
"1038","Karl",34,6,"Mikinn áhuga",NA,"Frekar vel","Vinstrihreyfingin grænt framboð"
"1039","Karl",48,6,"Nokkurn áhuga","Sumum","Frekar vel","Viðreisn"
"1040","Kona",42,5,"Mikinn áhuga",NA,NA,NA
"1041","Karl",40,7,"Nokkurn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1042","Kona",63,7,"Lítinn áhuga",NA,"Frekar illa","Samfylkingin"
"1043","Kona",72,2,"Nokkurn áhuga","Yfirleitt","Frekar vel","Sjálfstæðisflokkurinn"
"1044","Kona",60,6,"Nokkurn áhuga","Sumum","Frekar vel","Björt framtíð"
"1045","Kona",34,6,"Nokkurn áhuga","Sumum",NA,"Björt framtíð"
"1046","Karl",58,1,"Nokkurn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1047","Karl",86,4,"Engan áhuga","Fáum","Frekar illa",NA
"1048","Kona",68,6,"Nokkurn áhuga","Engum","Frekar illa","Sjálfstæðisflokkurinn"
"1049","Karl",37,2,"Mikinn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1050","Karl",76,7,"Nokkurn áhuga","Sumum","Frekar illa","Framsóknarflokkurinn"
"1051","Kona",55,5,"Nokkurn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1052","Kona",19,2,"Lítinn áhuga","Sumum","Frekar illa","Sjálfstæðisflokkurinn"
"1053","Karl",50,5,"Mjög mikinn áhuga",NA,"Frekar illa","Samfylkingin"
"1054","Kona",82,5,"Nokkurn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1055","Kona",33,5,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1056","Kona",66,7,"Nokkurn áhuga","Sumum","Frekar vel",NA
"1057","Karl",68,2,"Nokkurn áhuga"," Mörgum","Mjög vel","Sjálfstæðisflokkurinn"
"1058","Kona",40,6,"Mikinn áhuga"," Mörgum","Frekar vel","Samfylkingin"
"1059","Kona",64,5,"Lítinn áhuga","Sumum","Frekar illa","Viðreisn"
"1060","Kona",62,1,"Engan áhuga","Engum","Frekar illa","Framsóknarflokkurinn"
"1061","Karl",19,7,"Nokkurn áhuga","Sumum","Frekar illa",NA
"1062","Kona",31,4,"Lítinn áhuga","Fáum","Frekar illa","Framsóknarflokkurinn"
"1063","Kona",23,7,"Lítinn áhuga","Sumum",NA,NA
"1064","Kona",60,5,"Nokkurn áhuga",NA,"Frekar illa","Björt framtíð"
"1065","Karl",56,2,"Nokkurn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1066","Kona",56,5,"Nokkurn áhuga",NA,"Frekar illa","Framsóknarflokkurinn"
"1067","Kona",22,6,"Engan áhuga","Fáum","Frekar vel","Björt framtíð"
"1068","Karl",65,2,"Nokkurn áhuga","Sumum","Frekar vel","Vinstrihreyfingin grænt framboð"
"1069","Kona",59,5,"Nokkurn áhuga","Fáum","Frekar illa",NA
"1070","Kona",81,5,"Nokkurn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1071","Kona",44,2,"Engan áhuga","Sumum","Mjög illa","Sjálfstæðisflokkurinn"
"1072","Kona",61,6,"Mikinn áhuga",NA,"Frekar vel","Framsóknarflokkurinn"
"1073","Kona",21,5,"Nokkurn áhuga",NA,NA,"Vinstrihreyfingin grænt framboð"
"1074","Karl",80,7,"Nokkurn áhuga",NA,"Frekar illa",NA
"1075","Kona",40,6,"Mjög mikinn áhuga","Sumum","Frekar vel","Viðreisn"
"1076","Kona",29,7,"Nokkurn áhuga",NA,"Frekar vel","Vinstrihreyfingin grænt framboð"
"1077","Kona",49,5,"Mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1078","Kona",69,7,"Mikinn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1079","Kona",68,1,"Lítinn áhuga","Sumum","Frekar vel","Framsóknarflokkurinn"
"1080","Kona",46,6,"Nokkurn áhuga"," Mörgum","Frekar illa","Björt framtíð"
"1081","Karl",36,7,"Nokkurn áhuga","Sumum","Frekar illa",NA
"1082","Kona",64,5,"Mikinn áhuga",NA,"Mjög illa","Samfylkingin"
"1083","Kona",63,7,"Mikinn áhuga",NA,"Frekar illa","Viðreisn"
"1084","Kona",19,6,"Lítinn áhuga",NA,"Frekar illa","Sjálfstæðisflokkurinn"
"1085","Kona",52,7,"Lítinn áhuga",NA,NA,"Vinstrihreyfingin grænt framboð"
"1086","Kona",46,5,"Nokkurn áhuga",NA,"Mjög vel","Sjálfstæðisflokkurinn"
"1087","Karl",58,2,"Nokkurn áhuga",NA,"Mjög illa","Vinstrihreyfingin grænt framboð"
"1088","Karl",80,5,"Mikinn áhuga","Fáum","Frekar illa","Samfylkingin"
"1089","Kona",34,1,"Nokkurn áhuga","Sumum","Mjög illa","Vinstrihreyfingin grænt framboð"
"1090","Karl",74,4,"Nokkurn áhuga","Fáum","Frekar illa","Framsóknarflokkurinn"
"1091","Karl",32,6,"Mjög mikinn áhuga","Sumum",NA,"Samfylkingin"
"1092","Kona",42,4,"Lítinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1093","Kona",57,1,"Nokkurn áhuga",NA,"Frekar illa","Kaus ekki"
"1094","Kona",72,4,"Nokkurn áhuga"," Mörgum",NA,NA
"1095","Kona",19,6,"Nokkurn áhuga","Fáum","Frekar illa","Kaus ekki"
"1096","Kona",24,5,"Nokkurn áhuga",NA,"Mjög illa","Píratar"
"1097","Kona",74,6,NA,"Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1098","Kona",67,6,"Mikinn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1099","Karl",24,6,"Nokkurn áhuga","Sumum","Frekar illa","Kaus ekki"
"1100","Kona",72,5,"Lítinn áhuga",NA,"Mjög illa","Vinstrihreyfingin grænt framboð"
"1101","Kona",66,5,"Nokkurn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1102","Kona",22,4,"Nokkurn áhuga","Sumum","Frekar illa","Samfylkingin"
"1103","Karl",53,1,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1104","Kona",26,7,"Mikinn áhuga",NA,"Frekar vel","Björt framtíð"
"1105","Karl",56,5,"Nokkurn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1106","Karl",20,5,"Nokkurn áhuga"," Mörgum","Frekar vel","Viðreisn"
"1107","Karl",58,2,"Nokkurn áhuga",NA,"Frekar vel","Viðreisn"
"1108","Kona",38,4,"Mikinn áhuga","Sumum","Frekar vel","Björt framtíð"
"1109","Kona",52,4,"Mikinn áhuga",NA,"Mjög illa","Píratar"
"1110","Karl",60,5,"Lítinn áhuga",NA,"Frekar illa","Sjálfstæðisflokkurinn"
"1111","Kona",18,7,"Lítinn áhuga","Sumum","Frekar vel",NA
"1112","Kona",72,7,"Mikinn áhuga",NA,"Frekar vel",NA
"1113","Kona",62,7,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1114","Karl",44,4,"Mikinn áhuga"," Mörgum",NA,"Alþýðufylkingin"
"1115","Kona",30,2,"Nokkurn áhuga",NA,"Mjög illa","Píratar"
"1116","Karl",55,5,"Nokkurn áhuga","Sumum","Frekar illa","Píratar"
"1117","Kona",60,2,"Lítinn áhuga","Sumum","Frekar illa",NA
"1118","Kona",25,5,"Mikinn áhuga",NA,NA,"Vinstrihreyfingin grænt framboð"
"1119","Kona",35,7,"Mikinn áhuga",NA,"Frekar illa","Samfylkingin"
"1120","Karl",69,5,"Nokkurn áhuga",NA,"Frekar vel",NA
"1121","Kona",46,6,"Nokkurn áhuga","Fáum","Frekar illa","Framsóknarflokkurinn"
"1122","Kona",58,5,"Lítinn áhuga",NA,"Frekar vel",NA
"1123","Kona",35,1,"Nokkurn áhuga"," Mörgum","Frekar vel","Sjálfstæðisflokkurinn"
"1124","Kona",36,7,"Mikinn áhuga"," Mörgum","Frekar vel","Vinstrihreyfingin grænt framboð"
"1125","Kona",54,2,"Nokkurn áhuga",NA,"Frekar illa","Píratar"
"1126","Karl",76,6,"Mikinn áhuga","Yfirleitt","Frekar vel","Samfylkingin"
"1127","Kona",68,6,"Mikinn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1128","Kona",67,5,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1129","Kona",57,5,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1130","Kona",68,2,"Nokkurn áhuga","Fáum","Frekar vel","Sjálfstæðisflokkurinn"
"1131","Kona",20,2,"Lítinn áhuga","Sumum","Frekar vel","Flokkur fólksins"
"1132","Kona",56,4,"Mikinn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1133","Kona",43,1,"Nokkurn áhuga","Sumum","Frekar vel","Framsóknarflokkurinn"
"1134","Kona",31,6,"Mikinn áhuga",NA,"Frekar vel",NA
"1135","Karl",39,6,"Lítinn áhuga",NA,"Frekar vel","Björt framtíð"
"1136","Kona",48,2,"Lítinn áhuga",NA,"Frekar vel","Framsóknarflokkurinn"
"1137","Kona",49,4,"Nokkurn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1138","Kona",72,5,"Nokkurn áhuga","Fáum","Frekar vel","Sjálfstæðisflokkurinn"
"1139","Kona",66,2,"Lítinn áhuga",NA,"Frekar illa","Sjálfstæðisflokkurinn"
"1140","Karl",54,5,"Mikinn áhuga","Fáum","Frekar illa","Sjálfstæðisflokkurinn"
"1141","Karl",61,4,"Mikinn áhuga",NA,"Frekar vel","Framsóknarflokkurinn"
"1142","Karl",80,1,"Mikinn áhuga",NA,"Mjög illa","Vinstrihreyfingin grænt framboð"
"1143","Karl",66,1,"Lítinn áhuga",NA,"Frekar vel","Vinstrihreyfingin grænt framboð"
"1144","Kona",68,1,"Nokkurn áhuga",NA,"Frekar illa","Samfylkingin"
"1145","Kona",29,5,"Nokkurn áhuga",NA,"Frekar vel","Vinstrihreyfingin grænt framboð"
"1146","Karl",70,5,"Mikinn áhuga"," Mörgum","Mjög illa","Vinstrihreyfingin grænt framboð"
"1147","Karl",55,1,"Nokkurn áhuga",NA,"Frekar illa","Samfylkingin"
"1148","Karl",61,5,"Nokkurn áhuga",NA,"Frekar illa",NA
"1149","Karl",50,4,"Nokkurn áhuga","Sumum","Frekar vel","Píratar"
"1150","Kona",39,1,"Engan áhuga",NA,NA,"Framsóknarflokkurinn"
"1151","Kona",39,5,"Lítinn áhuga",NA,"Frekar vel","Samfylkingin"
"1152","Karl",50,6,"Nokkurn áhuga","Fáum","Mjög illa","Píratar"
"1153","Kona",20,6,"Nokkurn áhuga","Fáum","Mjög illa","Píratar"
"1154","Karl",38,7,"Nokkurn áhuga",NA,"Frekar vel","Viðreisn"
"1155","Karl",75,6,"Lítinn áhuga","Fáum","Frekar illa","Sjálfstæðisflokkurinn"
"1156","Kona",32,6,"Mikinn áhuga","Sumum","Frekar illa","Björt framtíð"
"1157","Kona",30,4,"Lítinn áhuga",NA,"Frekar vel","Framsóknarflokkurinn"
"1158","Kona",67,2,"Lítinn áhuga","Fáum","Frekar illa","Píratar"
"1159","Kona",38,1,"Nokkurn áhuga",NA,"Frekar vel","Framsóknarflokkurinn"
"1160","Karl",74,1,"Mikinn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1161","Karl",56,5,"Mikinn áhuga","Fáum","Frekar illa","Björt framtíð"
"1162","Karl",24,7,"Nokkurn áhuga",NA,"Frekar illa","Kaus ekki"
"1163","Karl",68,7,"Lítinn áhuga","Fáum","Mjög illa","Kaus ekki"
"1164","Karl",34,6,"Mikinn áhuga",NA,"Frekar vel","Vinstrihreyfingin grænt framboð"
"1165","Karl",54,7,"Nokkurn áhuga",NA,"Frekar vel","Viðreisn"
"1166","Karl",38,7,"Nokkurn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1167","Kona",43,5,"Lítinn áhuga","Sumum","Frekar vel","Viðreisn"
"1168","Karl",50,5,"Lítinn áhuga",NA,"Frekar illa",NA
"1169","Kona",42,6,"Mjög mikinn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1170","Karl",42,2,"Engan áhuga","Sumum",NA,NA
"1171","Karl",67,7,"Nokkurn áhuga",NA,"Mjög illa","Píratar"
"1172","Karl",66,6,"Mikinn áhuga","Sumum","Mjög illa","Viðreisn"
"1173","Kona",41,1,"Nokkurn áhuga","Sumum","Mjög illa","Samfylkingin"
"1174","Kona",39,7,"Mikinn áhuga",NA,"Frekar illa","Viðreisn"
"1175","Karl",71,4,"Nokkurn áhuga",NA,"Frekar illa","Samfylkingin"
"1176","Karl",66,4,"Mikinn áhuga","Fáum","Frekar illa",NA
"1177","Karl",61,4,"Mikinn áhuga"," Mörgum","Frekar vel","Framsóknarflokkurinn"
"1178","Kona",29,7,"Nokkurn áhuga","Fáum","Frekar illa","Píratar"
"1179","Karl",88,5,"Nokkurn áhuga"," Mörgum","Frekar illa","Samfylkingin"
"1180","Kona",58,1,"Mjög mikinn áhuga",NA,NA,NA
"1181","Kona",52,5,"Mjög mikinn áhuga",NA,"Frekar vel",NA
"1182","Kona",52,5,"Mjög mikinn áhuga",NA,"Frekar vel","Björt framtíð"
"1183","Karl",63,4,"Lítinn áhuga",NA,"Frekar vel",NA
"1184","Karl",51,1,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1185","Karl",41,2,"Lítinn áhuga","Sumum","Frekar illa","Sjálfstæðisflokkurinn"
"1186","Kona",41,6,"Nokkurn áhuga","Sumum",NA,"Viðreisn"
"1187","Karl",65,2,"Mjög mikinn áhuga"," Mörgum","Frekar vel","Framsóknarflokkurinn"
"1188","Kona",48,4,"Lítinn áhuga","Fáum","Mjög illa","Vinstrihreyfingin grænt framboð"
"1189","Karl",54,7,"Mikinn áhuga"," Mörgum","Frekar vel","Björt framtíð"
"1190","Kona",70,5,"Mikinn áhuga"," Mörgum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1191","Kona",60,1,"Nokkurn áhuga"," Mörgum",NA,"Vinstrihreyfingin grænt framboð"
"1192","Kona",63,5,"Mikinn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1193","Kona",57,1,"Nokkurn áhuga",NA,"Frekar vel","Vinstrihreyfingin grænt framboð"
"1194","Kona",36,4,"Nokkurn áhuga",NA,"Frekar vel","Vinstrihreyfingin grænt framboð"
"1195","Karl",62,1,"Nokkurn áhuga","Sumum","Frekar vel","Viðreisn"
"1196","Kona",27,5,"Lítinn áhuga","Fáum","Frekar illa","Björt framtíð"
"1197","Karl",60,1,"Engan áhuga","Fáum","Mjög illa",NA
"1198","Karl",53,6,"Nokkurn áhuga","Yfirleitt","Frekar vel","Viðreisn"
"1199","Karl",50,1,"Nokkurn áhuga","Sumum","Frekar vel","Framsóknarflokkurinn"
"1200","Karl",62,4,"Lítinn áhuga","Sumum","Frekar illa","Framsóknarflokkurinn"
"1201","Kona",34,1,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1202","Kona",27,2,"Mikinn áhuga",NA,"Frekar illa","Framsóknarflokkurinn"
"1203","Kona",34,5,"Nokkurn áhuga",NA,"Frekar illa",NA
"1204","Kona",45,2,"Lítinn áhuga",NA,"Frekar vel","Viðreisn"
"1205","Kona",39,7,"Nokkurn áhuga","Sumum","Frekar vel","Björt framtíð"
"1206","Kona",44,4,"Nokkurn áhuga","Fáum","Frekar vel","Björt framtíð"
"1207","Karl",30,1,"Mikinn áhuga"," Mörgum","Frekar vel","Sjálfstæðisflokkurinn"
"1208","Kona",78,6,"Mikinn áhuga",NA,"Mjög illa","Samfylkingin"
"1209","Kona",35,7,"Nokkurn áhuga",NA,"Frekar vel","Björt framtíð"
"1210","Kona",39,2,"Nokkurn áhuga","Fáum","Frekar illa","Flokkur fólksins"
"1211","Kona",77,1,"Lítinn áhuga"," Mörgum","Frekar vel","Sjálfstæðisflokkurinn"
"1212","Karl",63,1,"Mjög mikinn áhuga",NA,"Frekar illa",NA
"1213","Kona",38,6,"Lítinn áhuga","Fáum","Frekar illa","Píratar"
"1214","Karl",64,5,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1215","Kona",35,7,"Nokkurn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1216","Kona",43,6,"Nokkurn áhuga","Sumum","Frekar vel","Björt framtíð"
"1217","Kona",53,4,"Nokkurn áhuga",NA,NA,"Framsóknarflokkurinn"
"1218","Karl",20,4,"Lítinn áhuga","Fáum","Frekar vel","Kaus ekki"
"1219","Kona",61,6,"Lítinn áhuga","Sumum","Frekar illa","Sjálfstæðisflokkurinn"
"1220","Kona",57,6,"Nokkurn áhuga"," Mörgum","Frekar vel","Samfylkingin"
"1221","Kona",52,6,"Nokkurn áhuga","Sumum",NA,"Vinstrihreyfingin grænt framboð"
"1222","Kona",42,5,"Lítinn áhuga","Fáum","Frekar illa","Björt framtíð"
"1223","Kona",54,6,"Mikinn áhuga",NA,"Frekar illa","Björt framtíð"
"1224","Kona",40,7,"Nokkurn áhuga",NA,"Frekar illa","Samfylkingin"
"1225","Kona",69,5,"Nokkurn áhuga","Fáum","Frekar illa","Björt framtíð"
"1226","Kona",72,5,"Nokkurn áhuga"," Mörgum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1227","Kona",36,7,"Mikinn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1228","Kona",56,2,"Mikinn áhuga",NA,"Mjög illa","Vinstrihreyfingin grænt framboð"
"1229","Karl",18,7,"Nokkurn áhuga",NA,"Frekar illa",NA
"1230","Kona",33,2,"Lítinn áhuga",NA,"Mjög illa","Framsóknarflokkurinn"
"1231","Kona",48,4,"Nokkurn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1232","Karl",28,5,"Mjög mikinn áhuga","Fáum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1233","Karl",61,7,"Mjög mikinn áhuga","Fáum","Frekar illa","Píratar"
"1234","Kona",77,5,"Mjög mikinn áhuga","Sumum","Mjög illa","Vinstrihreyfingin grænt framboð"
"1235","Kona",57,2,"Nokkurn áhuga",NA,NA,"Vinstrihreyfingin grænt framboð"
"1236","Kona",73,5,"Nokkurn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1237","Kona",33,7,"Lítinn áhuga",NA,"Mjög illa","Vinstrihreyfingin grænt framboð"
"1238","Kona",70,6,"Mikinn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1239","Karl",30,6,"Nokkurn áhuga",NA,"Mjög illa",NA
"1240","Karl",65,1,"Lítinn áhuga","Fáum","Frekar vel",NA
"1241","Kona",59,5,"Mikinn áhuga",NA,"Frekar illa","Píratar"
"1242","Kona",70,6,"Mikinn áhuga"," Mörgum",NA,"Píratar"
